type,title,director,cast,country,release_year,rating,duration,genre
Movie,Truckbhar Swapna,Pramod Pawar,"Makrand Deshpande, Kranti Redkar, Mukesh Rishi, Manoj Joshi, Smita Tambe, Aaditi Pohankar, Sahil Gilbile, Jyoti Joshi",India,2018,TV-14,128 min,"Comedies, Dramas, International Movies"
TV Show,True and the Rainbow Kingdom,,"Michela Luci, Jamie Watson, Anna Claire Bartlam, Dante Zee, Eric Peterson","United States, Canada",2019,TV-Y,3 Seasons,Kids' TV
Movie,True Grit,Henry Hathaway,"John Wayne, Glen Campbell, Kim Darby, Jeremy Slate, Robert Duvall, Dennis Hopper, Alfred Ryder, Strother Martin, Jeff Corey",United States,1969,G,128 min,"Classic Movies, Dramas"
Movie,True Memoirs of an International Assassin,Jeff Wadlow,"Kevin James, Andy Garcia, Zulay Henao, Maurice Compte, Kelen Coleman, Andrew Howard, Rob Riggle, Leonard Earl Howze, Yul Vazquez, Kim Coates, Daniel Zacapa, Ron Rifkin, Jeff Chase",United States,2016,TV-14,98 min,"Action & Adventure, Comedies"
Movie,True to the Game,Preston A. Whitmore II,"Columbus Short, Erica Peeples, Vivica A. Fox, Andra Fuller, Jamaar Simon, Starletta DuPois, Nelsan Ellis, Draya Michele, Nafessa Williams, Jennifer Freeman, Lisa Renee Pitts",United States,2017,R,108 min,Dramas
TV Show,True Tunes,,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux",,2019,TV-Y,1 Season,Kids' TV
Movie,True: Friendship Day,"Mark Thornton, Todd Kauffman","Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek McGrath",Canada,2020,TV-Y,24 min,Children & Family Movies
Movie,True: Grabbleapple Harvest,,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek McGrath",Canada,2019,TV-Y,24 min,Children & Family Movies
Movie,True: Happy Hearts Day,,"Michela Luci, Jamie Watson, Eric Peterson, Cory Doran, Nicolas Aqui","United States, Canada",2019,TV-Y,24 min,Children & Family Movies
TV Show,True: Magical Friends,,"Michela Luci, Jamie Watson, Anna Claire Bartlam, Dante Zee, Eric Peterson",,2018,TV-Y,1 Season,Kids' TV
Movie,True: Rainbow Rescue,,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek McGrath",Canada,2020,TV-Y,24 min,Movies
TV Show,True: Terrific Tales,,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek McGrath",Canada,2020,TV-Y,1 Season,Kids' TV
Movie,True: Tricky Treat Day,,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek McGrath",Canada,2019,TV-Y,24 min,Children & Family Movies
Movie,True: Winter Wishes,,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek McGrath",,2019,TV-Y,46 min,Children & Family Movies
TV Show,True: Wonderful Wishes,,"Michela Luci, Jamie Watson, Anna Claire Bartlam, Dante Zee, Eric Peterson",,2018,TV-Y,1 Season,Kids' TV
Movie,True: Wuzzle Wegg Day,"Todd Kauffman, Mark Thornton","Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux",Canada,2020,TV-Y,24 min,Children & Family Movies
Movie,Trumbo,Jay Roach,"Bryan Cranston, Diane Lane, Elle Fanning, John Goodman, Helen Mirren, Louis C.K., Alan Tudyk, Michael Stuhlbarg, Adewale Akinnuoye-Agbaje, Dean O'Gorman",United States,2015,R,124 min,"Dramas, Independent Movies"
TV Show,Trump: An American Dream,,Donald Trump,United Kingdom,2018,TV-14,1 Season,Docuseries
Movie,Truth or Dare,Nick Simon,"Cassandra Scerbo, Brytni Sarpy, Mason Dye, Harvey Guillen, Luke Baines, Ricardo Hoyos, Alexxis Lemire, Christina Masterson, Heather Langenkamp",United States,2017,TV-MA,88 min,Horror Movies
Movie,Tu Hai Mera Sunday,Milind Dhaimade,"Barun Sobti, Shahana Goswami, Vishal Malhotra, Avinash Tiwary, Rasika Dugal, Maanvi Gagroo, Nakul Bhalla, Jay Upadhyay",India,2016,TV-14,125 min,"Comedies, Independent Movies, International Movies"
TV Show,Tuca & Bertie,,"Tiffany Haddish, Ali Wong, Steven Yeun, Nicole Byer, Richard E. Grant, Reggie Watts",United States,2019,TV-MA,1 Season,TV Comedies
Movie,Tucker and Dale vs. Evil,Eli Craig,"Tyler Labine, Alan Tudyk, Katrina Bowden, Jesse Moss, Philip Granger, Brandon Jay McLaren, Christie Laing, Chelan Simmons, Travis Nelson, Alex Arsenault","Canada, United States, India, United Kingdom",2010,R,89 min,"Comedies, Horror Movies, Independent Movies"
Movie,Tukaram,Chandrakant Kulkarni,"Jitendra Joshi, Prateeksha Lonkar, Sharad Ponkshe, Radhika Apte, Veena Jamkar, Yatin Karyekar, Smita Tambe, Vrishasen Dabholkar",India,2012,TV-PG,162 min,"Dramas, Faith & Spirituality, International Movies"
Movie,Tum Milo Toh Sahi,Kabir Sadanand,"Nana Patekar, Dimple Kapadia, Sunil Shetty, Vidya Malvade, Rehan Khan, Anjana Sukhani, Mohnish Bahl, Vrajesh Hirjee",India,2010,TV-14,128 min,"Comedies, Dramas, International Movies"
Movie,Tumi or not Tumi,Mfanelo Ngoma,Tumi Morake,,2020,TV-MA,72 min,Stand-Up Comedy
Movie,TUNA GIRL,Mana Yasuda,"Fuka Koshiba, Tom Fujita, Hidetoshi Hoshida, Hiroto Kanai, Ryosuke Yusa, Shuri Tanaka, Chal Inoue, Takashi Taniguchi, Takeshi Masu",Japan,2019,TV-PG,90 min,"Dramas, International Movies"
TV Show,Tundukkan Playboy Itu,,"Hafidz Roshdi, Uqasha Senrose, Alif Satar, Mawar Rashid",,2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
Movie,Tune in for Love,Jung Ji-woo,"Kim Go-eun, Jung Hae-in, Park Hae-joon, Kim Guk-hee, Jung Eugene, Choi Jun-young, Yoo Yeol, Nam Mun-cheol",South Korea,2019,TV-MA,123 min,"Dramas, International Movies, Romantic Movies"
Movie,Tunisian Victory,"Frank Capra, John Huston, Hugh Stewart, Roy Boulting, Anthony Veiller",Burgess Meredith,"United States, United Kingdom",1944,TV-14,76 min,"Classic Movies, Documentaries"
TV Show,Tunnel,,"Todsapol Maisuk, Johnny Hao, Morakot Liu, Pemy Peramin Thabkaew, Phenphet Phenkul, Sumet Ong-Art, Amarin Nitipon, Tor Techathuwanan, Komsan Kajonpaisansuk",,2019,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
Movie,Turbo,David Soren,"Ben Schwartz, Bill Hader, Luis Guzmán, Snoop Dogg, Paul Giamatti, Ryan Reynolds, Maya Rudolph, Ken Jeong, Samuel L. Jackson, Michael Peña, Michelle Rodriguez, Richard Jenkins, Kurtwood Smith, Luis Guzman",United States,2013,PG,96 min,"Children & Family Movies, Comedies"
TV Show,Turbo FAST,,"Reid Scott, John Eric Bentley, Amir Talai, Phil LaMarr, Grey DeLisle, Michael Patrick Bell, Eric Bauza",United States,2016,TV-Y7,3 Seasons,Kids' TV
Movie,Turkish Dance School,Burak Aksak,"Binnur Kaya, Demet Özdemir, Uraz Kaygılaroğlu, Okan Çabalar, Bora Cengiz, Nergis Öztürk, Berat Yenilmez, Meltem Gülenç, Hakan Salınmış",Turkey,2017,TV-MA,107 min,"Comedies, International Movies, Romantic Movies"
TV Show,Turn Up Charlie,,"Idris Elba, Piper Perabo, JJ Feild, Frankie Hervey, Guz Khan",United Kingdom,2019,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Comedies"
TV Show,TURN: Washington's Spies,,"Jamie Bell, Seth Numrich, Daniel Henshall, Heather Lind, Meegan Warner, Kevin McNally, Burn Gorman, Angus Macfadyen, JJ Feild, Samuel Roukin",United States,2017,TV-14,4 Seasons,TV Dramas
Movie,Tusk,Kevin Smith,"Michael Parks, Justin Long, Haley Joel Osment, Genesis Rodriguez, Johnny Depp, Harley Morenstein, Ralph Garman, Jennifer Schwalbach",United States,2014,R,102 min,Horror Movies
TV Show,Twelve Forever,,"Kelsy Abbott, Antony Del Rio, Jaylen Barron, Matt Berry, Bridget Everett, Brandon Wardell, Steve Agee, Spencer Rothbell, Nick Sumida, Ashley Boettcher, Wade Randolph",United States,2019,TV-PG,1 Season,Kids' TV
Movie,Twice,Hidetaka Inazuka,Stuart Varnam-Atkin,"Japan, United States",2010,TV-14,53 min,"Documentaries, International Movies"
TV Show,Twice Upon A Time,,"Gaspard Ulliel, Freya Mavor",France,2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
Movie,Twin Murders: the Silence of the White City,Daniel Calparsoro,"Belén Rueda, Javier Rey, Aura Garrido, Manolo Solo, Alex Brendemühl, Ramón Barea, Sergio Dorado, Allende Blanco, Rubén Ochandiano",Spain,2020,TV-MA,110 min,"International Movies, Thrillers"
TV Show,Twin Peaks,,"Kyle MacLachlan, Michael Ontkean, Mädchen Amick, Dana Ashbrook, Richard Beymer, Lara Flynn Boyle, Sherilyn Fenn, Warren Frost, Peggy Lipton, James Marshall, Everett McGill, Jack Nance, Joan Chen, Kimmy Robertson, Michael Horse, Piper Laurie, Harry Goaz, Eric DaRe, Wendy Robie, Ray Wise, Sheryl Lee, Russ Tamblyn, Don S. Davis, Chris Mulkey, Gary Hershberger, Grace Zabriskie",United States,1990,TV-14,2 Seasons,"Classic & Cult TV, Crime TV Shows, TV Dramas"
Movie,Twins Mission,To-hoi Kong,"Sammo Kam-Bo Hung, Gillian Chung, Charlene Choi, Wu Jing, Yuen Wah, Jess Zhang, Steven Cheung, Lier Qiu, Shek Sau, Sam Lee, Andy Liang","Hong Kong, China",2007,TV-MA,102 min,"Action & Adventure, International Movies"
Movie,Twinsanity,Buz Wallick,"Karissa Strain, Katie Strain, Yves Bright, Angie Everhart, Thaddeus Shafer, Mary O'Neil",United States,2018,TV-MA,86 min,"Horror Movies, Independent Movies, Thrillers"
TV Show,Twirlywoos,,Linda Bassett,United Kingdom,2018,TV-Y,2 Seasons,"British TV Shows, Kids' TV"
Movie,"Twisted Trunk, Big Fat Body",,"Vijay Maurya, Naman Jain, Usha Nadkarni, Mukesh Chhabra, Prarthana Behere, Jayant Gadekar, Aditi Keskar, Murari Kumar",India,2015,TV-14,89 min,"Dramas, International Movies"
Movie,Two Catalonias,"Álvaro Longoria, Gerardo Olivares",,Spain,2018,TV-MA,117 min,"Documentaries, International Movies"
TV Show,Two Fathers,,"Weber Yang, Lin Yo-Wei, Megan Lai, Amanda Chou, Lucia Xie, Cherry Leung",Taiwan,2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
Movie,Two Graves,Gary Young,"Cathy Tyson, Katie Jarvis, David Hayman, Josh Herdman, Dave Johns, Danielle Harold, Kedar Williams-Stirling, Neal Ward",United Kingdom,2018,TV-MA,80 min,Thrillers
Movie,Two Lovers and a Bear,Kim Nguyen,"Dane DeHaan, Tatiana Maslany, Gordon Pinsent, John Ralston",Canada,2016,R,95 min,"Dramas, Independent Movies, Romantic Movies"
TV Show,Two Sentence Horror Stories,,"Nicole Kang, Jim Parrack, Tara Pacheco, Christopher Shyer, Kimberley Wong, Wai Ching Ho, Greta Quispe, Zaria Degenhardt, Uly Schlesinger, Kate Jennings Grant, Aleyse Shannon, Guillermo Arribas, Jaiden Smith, Pepper Binkley, Mikelle Wright-Matos, Melinda Mo",United States,2019,TV-14,1 Season,"TV Horror, Teen TV Shows"
TV Show,Twogether,,"Lee Seung-gi, Jasper Liu",South Korea,2020,TV-G,1 Season,"International TV Shows, Korean TV Shows, Reality TV"
Movie,Tyke Elephant Outlaw,"Susan Lambert, Stefan Moore",,Australia,2015,TV-14,78 min,"Documentaries, International Movies"
TV Show,Typewriter,,"Aarna Sharma, Aaryansh Malviya, Mikail Gandhi, Palash Kamble, Jishu Sengupta, Palomi Ghosh, Purab Kohli, Sameer Kochhar, Sara Gesawat",India,2019,TV-MA,1 Season,"International TV Shows, TV Horror, TV Mysteries"
Movie,Tyson,James Toback,"Mike Tyson, Trevor Berbick","United States, France",2008,R,90 min,"Documentaries, Sports Movies"
Movie,U Turn,Pawan Kumar,"Roger Narayan, Shraddha Srinath, Dileep Raj, Krishna Hebbale, Ram Manjjonaath, Chethan Dsouza",India,2016,TV-14,121 min,"International Movies, Thrillers"
Movie,U-Turn,Derick Cabrido,"Kim Chiu, JM de Guzman, Tony Labrusca, Martin del Rosario, Kate Alejandrino, Miel Espinoza, Janella Salvador, Cris Villanueva, Almira Muhlach, Cris Villonco, Mercedes Cabral, Jerry O'Hara, Simon Ibarra, Alex Medina, Markus Paterson",Philippines,2020,TV-MA,99 min,"Horror Movies, International Movies"
Movie,Udaan,Vikramaditya Motwane,"Rajat Barmecha, Ronit Roy, Ram Kapoor, Aayan Boradia, Manjot Singh, Anand Tiwari, Raja Hudda, Shaunak Sengupta, Varun Khettry, Akshay Sachdev",India,2010,TV-MA,137 min,"Dramas, Independent Movies, International Movies"
Movie,Udta Punjab,Abhishek Chaubey,"Shahid Kapoor, Kareena Kapoor, Alia Bhatt, Diljit Dosanjh, Satish Kaushik, Suhail Nayyar, Prabhjyot Singh, Harpreet Singh, Manav Vij, Taran Bajaj",India,2016,TV-MA,146 min,"Dramas, International Movies"
Movie,Ugly,Anurag Kashyap,"Rahul Bhat, Ronit Roy, Tejaswini Kolhapure, Vineet Kumar Singh, Surveen Chawla, Siddhant Kapoor, Girish Kulkarni, Abir Goswami, Madhavi Singh, Anshikaa Shrivastava, Murari Kumar, Sandesh Jadhav",India,2013,NR,125 min,"Dramas, International Movies, Thrillers"
Movie,Ugly Aur Pagli,Sachin Kamlakar Khot,"Mallika Sherawat, Ranvir Shorey, Tinnu Anand, Sushmita Mukherjee, Manish Anand, Vihang Nayak, Bharati Achrekar, Zeenat Aman",India,2008,TV-14,115 min,"Comedies, International Movies, Romantic Movies"
TV Show,Ugly Delicious,,"David Chang, Peter Meehan",United States,2020,TV-MA,2 Seasons,Docuseries
TV Show,Ugly Duckling,,"Mook Worranit Thawornwong, Puttichai Kasetsin, Natcha Juntapan, Neen Suwanamas, Esther Supreeleela, Shaun Jindachote, Lapassalal Jiravechsoontornkul, Chatchawit Techarukpong",Thailand,2015,TV-14,4 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas"
Movie,Ujala,Naresh Saigal,"Mala Sinha, Shammi Kapoor, Raaj Kumar, Leela Chitnis, Dhumal, Kumkum",India,1959,TV-14,143 min,"Dramas, International Movies"
TV Show,Ultimate Beastmaster,,"Tiki Barber, Chris Distefano, Francesco Facchinetti, Bianca Balti, Vidyut Jammwal, Sarah-Jane Dias, BIn Gu, Qinyi Du, Paula Vázquez, Saúl Craviotto, Gilles Marini, Sandy Heribert, Terry Crews, Charissa Thompson, Yuji Kondo, Sayaka Akimoto, Luke Mockridge, Hans Sarpei, Kyung-seok Seo, Kyeong-rim Park, Luis Ernesto Franco, Inés Sainz, Rafinha Bastos, Anderson Silva, Sylvester Stallone","United States, Brazil, South Korea, Mexico, Japan, Germany",2018,TV-PG,3 Seasons,Reality TV
TV Show,Ultimate Beastmaster México,,"Luis Ernesto Franco, Inés Sainz, Tiki Barber, Chris Distefano, Francesco Facchinetti, Bianca Balti, Vidyut Jammwal, Sarah-Jane Dias, BIn Gu, Qinyi Du, Paula Vázquez, Saúl Craviotto, Gilles Marini, Sandy Heribert, Terry Crews, Charissa Thompson, Yuji Kondo, Sayaka Akimoto, Luke Mockridge, Hans Sarpei, Kyung-seok Seo, Kyeong-rim Park, Rafinha Bastos, Anderson Silva, Sylvester Stallone",,2018,TV-PG,3 Seasons,"Reality TV, Spanish-Language TV Shows"
TV Show,Ultraman,,"Ryohei Kimura, Takuya Eguchi, Megumi Han, Hideyuki Tanaka, Sumire Morohoshi, Ken Uo, Shigeru Ushiyama, Ryota Takeuchi, Eiji Hanawa, Hirokazu Sekido, Minoru Shiraishi, Kenjiro Tsuda, Hiroaki Hirata, Kaiji Soze","United States, Japan",2019,TV-14,1 Season,"Anime Series, International TV Shows"
TV Show,Ultramarine Magmell,,"Kengo Kawanishi, M・A・O, Toshiyuki Morikawa, Hibiku Yamamura, Satoshi Mikami, Koji Yusa, Hiroshi Yanaka, Shiro Saito, Keiichi Sonobe",Japan,2019,TV-14,1 Season,"Anime Series, International TV Shows"
Movie,Ultras,Francesco Lettieri,"Aniello Arena, Antonia Truppo, Ciro Nacca, Simone Borelli, Daniele Vicorito, Salvatore Pelliccia",Italy,2020,TV-MA,109 min,"Dramas, International Movies, Sports Movies"
TV Show,Ultraviolet,,"Marta Nieradkiewicz, Sebastian Fabijański, Agata Kulesza, Bartłomiej Topa, Magdalena Czerwińska, Michał Żurawski, Marek Kalita, Paulina Chapko, Karolina Chapko, Viet Anh Do",Poland,2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas"
Movie,Uma Maheswara Ugra Roopasya,Venkatesh Maha,"Satya Dev, VK Naresh, Raghavan, Suhas P, Ravindra Vijay, Chandana Koppisetti, Roopa Koduvayur, Kushalini Pulapa",India,2020,TV-MA,137 min,"Comedies, Dramas, Independent Movies"
Movie,Umrika,Prashant Nair,"Suraj Sharma, Tony Revolori, Smita Tambe, Adil Hussain, Rajesh Tailang, Prateik Babbar, Pramod Pathak, Amit Sial, Sauraseni Maitra",India,2015,TV-MA,96 min,"Dramas, Independent Movies, International Movies"
Movie,Un plus une,Claude Lelouch,"Jean Dujardin, Elsa Zylberstein, Christopher Lambert, Alice Pol, Rahul Vohra, Shriya Pilgaonkar, Abhishek Krishnan, Venantino Venantini, Amma, Kalki Koechlin",France,2015,TV-MA,114 min,"Comedies, Dramas, International Movies"
Movie,Una,Benedict Andrews,"Rooney Mara, Ben Mendelsohn, Riz Ahmed, Ruby Stokes, Natasha Little, Tara Fitzgerald, Tobias Menzies","United Kingdom, Canada, United States",2016,R,94 min,"Dramas, International Movies"
TV Show,Unabomber - In His Own Words,Mick Grogan,Ted Kaczynski,Canada,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries"
Movie,Unaccompanied Minors,Paul Feig,"Lewis Black, Wilmer Valderrama, Tyler James Williams, Gia Mantegna, Dyllan Christopher, Brett Kelly, Quinn Shephard, Paget Brewster, Rob Corddry, Dominique Saldaña",United States,2006,PG,90 min,"Children & Family Movies, Comedies"
Movie,Unacknowledged,Michael Mazzola,,United States,2017,TV-MA,104 min,Documentaries
TV Show,Unauthorized Living,,"José Coronado, Álex González, Claudia Traisac, Luís Zahera, Pilar Castro, Àlex Monner, Giulia Charm, Unax Ugalde, Ricardo Gómez, Ledicia Sola, Leonor Watling, Patrick Criado, Xabier Deive, Camila Bossa, María Guinea, Édgar Vittorino, Javier Abad, Daniel Currás, Mercedes Castro, Paula Morado, Paula Pier, Carmela Martins, Denis Gómez, Miguel Borines, Ana Villagrasa, Xavier Estévez, Carlos Hipólito",Spain,2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
TV Show,Unbelievable,,"Toni Collette, Merritt Wever, Kaitlyn Dever, Dale Dickey, Scott Lawrence, Danielle Macdonald, Austin Hébert, Eric Lange, Elizabeth Marvel",United States,2019,TV-MA,1 Season,"Crime TV Shows, TV Dramas"
TV Show,Unbreakable Kimmy Schmidt,,"Ellie Kemper, Jane Krakowski, Tituss Burgess, Carol Kane",United States,2019,TV-14,4 Seasons,TV Comedies
Movie,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,Claire Scanlon,"Ellie Kemper, Jane Krakowski, Tituss Burgess, Carol Kane, Jon Hamm, Daniel Radcliffe, Lauren Adams, Sara Chase, Sol Miranda, Amy Sedaris, Mike Carlsen, Dylan Gelula, Chris Parnell, Heidi Gardner, Jack McBrayer, Zak Orth, Fred Armisen, Johnny Knoxville",United States,2020,TV-14,190 min,Comedies
Movie,Unbridled,Jota Linares,"Natalia de Molina, Daniel Grao, Natalia Mateo, Ignacio Mateos, Borja Luna, Mario Tardón, Mariana Cordero",Spain,2018,TV-MA,100 min,"International Movies, Thrillers"
Movie,Unbroken,Svati Chakravarty Bhatkal,,India,2019,TV-14,109 min,"Documentaries, International Movies"
Movie,Uncertain Glory,Agustí Villaronga,"Marcel Borràs, Bruna Cusí, Nuria Prims, Oriol Pla, Luisa Gavasa, Terele Pávez, Fernando Esteso, Juan Diego, Roger Casamajor, Jorge Usón",Spain,2017,TV-MA,116 min,"Dramas, International Movies"
TV Show,Unchained Fate,,"Lenna Lim, Jack Tan, Rickman Chia, Rabbit Chen, Kopi Lim Guo Wei, Agnes Wang, Allan Toh, Mandy Chen, Tan Hau Yen",,2016,TV-14,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy"
Movie,Unchained: The Untold Story of Freestyle Motocross,"Paul Taublieb, Jon Freeman",Josh Brolin,United States,2016,TV-MA,92 min,"Documentaries, Sports Movies"
Movie,Uncle Naji in UAE,Ahmed Zain,"Ibrahim Almeirasi, Ahmed Saif, Alia Almannai, Mohamed Morshed, Mohamed Alkendi, Tariq Almuhairi",United Arab Emirates,2019,TV-14,95 min,"Comedies, International Movies"
Movie,Uncorked,Prentice Penny,"Mamoudou Athie, Courtney B. Vance, Niecy Nash, Sasha Compère, Bernard D. Jones, Gil Ozeri, Matt McGorry, Meera Rohit Kumbhani",United States,2020,TV-MA,104 min,"Dramas, Independent Movies"
Movie,Uncovered,Zuko Nodada,"Nqobile Khumalo, Robert Hobbs, S'Thandiwe Kgoroge, Dumisani Mbebe, Thandeka Nodada, Fezile Makhanya",South Africa,2019,TV-MA,98 min,"Dramas, International Movies"
Movie,Uncut Gems,"Josh Safdie, Benny Safdie","Adam Sandler, LaKeith Stanfield, Kevin Garnett, Julia Fox, Idina Menzel, Eric Bogosian, Judd Hirsch, Abel Tesfaye",United States,2019,R,135 min,"Dramas, Thrillers"
Movie,Undefeated,"Daniel Lindsay, T.J. Martin","Montrail 'Money' Brown, O.C. Brown, Bill Courtney, Chavis Daniels",United States,2011,PG-13,113 min,"Documentaries, Sports Movies"
Movie,Under an Arctic Sky,Chris Burkard,"Chris Burkard, Sam Hammer, Heidar Logi, Elli Thor Magnusson, Ingo Olsen, Timmy Reyes, Justin Quintal, Steve Hawk, Sigurdur Jonsson, Mark Renneker",United States,2017,TV-14,40 min,"Action & Adventure, Documentaries, Sports Movies"
TV Show,Under Arrest,Dan Forrer,,United States,2016,TV-MA,8 Seasons,"Crime TV Shows, Docuseries, International TV Shows"
TV Show,Under the Black Moonlight,,"Tae-hyun Nam, Soo-yeon Kim, Seo-ra Kim, Tae-hwan Kang, Young-jo Yang",South Korea,2016,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas"
Movie,Under the Bombs,Philippe Aractingi,"Nada Abou Farhat, Georges Khabbaz, Bshara Atallah, Rawia Elchab, Elham Abbas, Iman Affara, Zahra Ali, Ali Maerouf Amer, Ali Azour, Najat Darwish","France, Lebanon, United Kingdom",2007,TV-MA,94 min,"Dramas, Independent Movies, International Movies"
